id,title,mimeType,size_bytes,modifiedTime,parentId,parent_title,local_dir
1Bykl_yfUIJdlu9Y9lDd7aSVK1Z5R-dA8,BLOQUE_TECOLUTLA_5__SP_SN_LN_INV_2275_2559_26_07_1956.LAS,application/octet-stream,124557,2015-01-14T22:48:12Z,18iGLnsuJGHD_iyY-BJbHXUpnMqQUMOav,Tecolutla 5,geology/Tecolutla Well Logs/Tecolutla 5
1bkJ_vM3PMuCNKNQY-qwve2tQwkpbqwvk,TECOLUTLA 10_CMI IMAGE DIPS_2487.00m-2280.5m_02MAY2018.las,application/octet-stream,22661,2018-05-09T21:11:33Z,1983QlWcFm20lfPCMzz6HDzG7YoSZnQ-u,TECOLUTLA 10 (JOB0000438839) (3),geology/tec10_image_log
172yPwdQYzLEosWsMBUZJ_-6CgHBcif96,TECOLUTLA 10_CMI IMAGE PREVIEW__2487.00m-2280.5m_02MAY2018.pdf,application/pdf,16780362,2018-05-09T21:11:33Z,1983QlWcFm20lfPCMzz6HDzG7YoSZnQ-u,TECOLUTLA 10 (JOB0000438839) (3),geology/tec10_image_log
1Dw5FIpVzycaNQR3yUMQuOs-k4JexVQQB,TECOLUTLA 10_CMI IMAGE PREVIEW__2487.00m-2280.5m_02MAY2018.tif,image/tiff,67420116,2018-05-09T21:11:08Z,1983QlWcFm20lfPCMzz6HDzG7YoSZnQ-u,TECOLUTLA 10 (JOB0000438839) (3),geology/tec10_image_log
1D7mMjHSlUag5YaOPX7U22qClNJ-Gpv37,TECOLUTLA 10_CMI INTERPRETED IMAGE__2487.00m-2280.5m_02MAY2018.pdf,application/pdf,14271318,2018-05-09T21:11:36Z,1983QlWcFm20lfPCMzz6HDzG7YoSZnQ-u,TECOLUTLA 10 (JOB0000438839) (3),geology/tec10_image_log
14h1lrnjHfp-MVt3ESOUi8pR6NmA6u-5c,TECOLUTLA 10_CMI INTERPRETED IMAGE__2487.00m-2280.5m_02MAY2018.tif,image/tiff,50222117,2018-05-09T21:11:35Z,1983QlWcFm20lfPCMzz6HDzG7YoSZnQ-u,TECOLUTLA 10 (JOB0000438839) (3),geology/tec10_image_log
1qVXhg5kIR3t7Qy99tJrjHbfkIkIHq3Q8,TECOLUTLA 10_CMI_IMAGE_PROCESSED_DATA_2487.00m-2280.5m_02MAY2018.dlis,application/octet-stream,620196020,2018-05-09T21:11:25Z,1983QlWcFm20lfPCMzz6HDzG7YoSZnQ-u,TECOLUTLA 10 (JOB0000438839) (3),geology/tec10_image_log
1QRdCQqsYSoEojf5j8B5Th1Dq5ZxcC04V,2022-04-08 responses to list of requirements.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,21167,2022-04-08T17:09:44Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1YfFjrmbaUqLlV0LlJhOJqJoXtLSvGFBS,2022-04-08 responses to list of requirements_Eduardo.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,24971,2022-04-10T01:29:39Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1ArbTDJf6EgzeM-mVsG2Ln5PO3mgHNRe1,2022_06_22_SeismicSections_TEC14-15.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,13777528,2022-06-23T15:41:46Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
13ooMndHa2vJ-A4KZE_5689hvPSPAn5Zc,AR preventions English Translation WITH COMMENTS .docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,548044,2022-04-10T01:28:24Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1GGz1xXdV8ZfchclnUgd3Wa57P-BfrgNi,Anexo_al_Oficio_250.481.2022_comentarios Eduardo (english).docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,539353,2022-04-10T01:30:42Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
14e1rg6pD50tIgPiMw7j5lRzEk1vALD-X,Anexo_al_Oficio_250.481.2022_comentarios Eduardo.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,563606,2022-04-10T01:29:27Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
15rqxfM5SuFIRD7QnQW6NsmgNXlLImgIa,Better Images.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,8057984,2022-04-11T22:11:32Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1DHLszj20CeG2ecARNV1f6u5Ricxkf7P8,DP preventions .docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,319619,2022-06-14T14:43:06Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1SkfSwvz4Seh3mRGKw5Z2asShIFr4MspK,Docto Puente Prev PD (version 1).xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,50311,2022-06-14T15:10:35Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1eRA1FGuueEBv1veIv1N8LWQa_CDCsm6y,"Economic Model (Tecolutla Feb 2022)6 (Tec12, 13, 14 & 15).xlsm",application/vnd.ms-excel.sheet.macroenabled.12,3175749,2022-06-17T21:26:10Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1OH71zEL3zrTF1-6c9OZf9SsKYVX2tsT6,"Economic Model (Tecolutla Feb 2022)7 (Tec12, 13, 14 & 15).xlsm",application/vnd.ms-excel.sheet.macroenabled.12,3148039,2022-06-20T17:13:40Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1Cwq8D9VjigXse-XaDDCJIy0bj3tVGg1C,Economic Model (Tecolutla Feb 2022)8 (Tec14 HZ).xlsm,application/vnd.ms-excel.sheet.macroenabled.12,3122660,2022-06-21T14:45:50Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1mO2mEyp0foWocV8rn9zajx4oyz-rTbGc,Economic Model (Tecolutla Feb 2022)9 (Tec14 HZ).xlsm,application/vnd.ms-excel.sheet.macroenabled.12,3118408,2022-06-21T18:17:43Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1ksUIpEQ64kKjR-aiZvg5Uk9cnaxATsIc,Gas Conservation Economics. (Updated 20220530) NEED TO UPDATE.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,362804,2022-06-16T14:35:19Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1CxovnFlas9MPA23_iUSVxA7N5bT0swi3,Power Generation.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,269436,2022-06-17T21:26:15Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1WcyXVxWDCfVTA0LfjZ9Z4Phww76HTa-v,Tec 11 Summary of Costs (Actual and Budgeted).xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,66817,2022-04-11T18:05:27Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1quHZ4SrFQyExvhEOUHRnv6v1Zrj-VxWV,Tecolutla 10 Final Report (IHS PTA) Spanish.pdf,application/pdf,4523092,2018-10-25T20:21:58Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1eY7X3dpGL9OpJDn8C8UBsLdIz7jnR-9_,Tecolutla 2 Final Report (IHS PTA) Spanish.pdf,application/pdf,5711721,2018-10-25T20:21:48Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1pSpy7TezRPFs9TqnaxPe97Gt3K5ahNys,apr22.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,58858,2022-06-16T22:07:20Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1SD8p6K9OTBSWKuixppT66hwaYDqOnYKw,jan22.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,61881,2022-04-14T17:32:17Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1lFm12tBuBaiV0-22mRvxP3rVg4KD2fOZ,pvtdoc.pdf,application/pdf,22542,2022-03-11T17:00:12Z,19Fm-3SA5OC3d882LiW9hOQKlaYyt4_FL,,development_plan
1gzR1cHh-gTOTLTXJ6-7NVB23sr6Yd82_,TEC-10 Updated Drilling Cost Summary 15Jun2018.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,45919,2022-09-20T05:20:06Z,1Az0EnFwFu8MRHtWtxcMVQkrk0h0wlaTS,,drilling_costs
1sn8A4vrntN_q6P_jAVZ1T9Ph1rjAJrxk,TEC-11 Drilling Cost Tracker 26Dec2018.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,46402,2022-09-20T05:20:07Z,1Az0EnFwFu8MRHtWtxcMVQkrk0h0wlaTS,,drilling_costs
1PiDkMx24Lk4Nvi6Q6FYPb0PC7LizS22u,2020 11 09 - LOI btwn IFR Durum and SEI NV.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,64055,2020-11-10T01:09:17Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1rDRffIIJIpcLEkw4HZ4il79xAFu1fEaO,20201112 Durum-Simmons Tecolutla Participation.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,334433,2020-11-24T20:31:05Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1RjSZUq4t8TQQWcoJJT_22gbVyufKuGH4,2023-09-29 Tec-12 Economics.xlsm,application/vnd.ms-excel.sheet.macroenabled.12,4017136,2025-08-18T17:53:20.737Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1--GXlHahL7msz7IRq-43bw5ms0CqD1uW,GLJ Price Deck - oct20.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,91367,2020-11-11T18:25:24Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1gwOn0TkaeNTLatCnRbjGe-woMF4HUHy6,Oil Price History and Forecast - 11-11-2020.csv,text/csv,25719,2020-11-11T18:54:17Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1h9rLxnpQemUlPl_yZGnUoUXDRjcCazIl,Petrel Robertson Tec-12 Assessment.pdf,application/pdf,159613,2023-09-29T15:37:26Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1YtfHcgJJHgNb_k1ewSJT5p_efdXjbdWm,Simmons Payout Comparison (2).xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,541677,2020-11-10T16:11:13Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1qos6gyTYXCZX6dnqxdaAFNaoYMSl8S66,Simmons Payout Comparison.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,441415,2020-11-10T14:32:39Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
